timestamp,open,high,low,close,volume,ema50,ema200,rsi,macd,future_return,label
2025-03-26 11:37:48.939410,25000.972582035472,25002.569333515603,25000.01360908044,25001.880145697512,707.0864772666981,25001.522296384563,25000.795553334767,57.50205957521672,0.7651408764140797,0.9997877712837824,0
2025-03-26 12:37:48.939410,24999.578456534433,25001.891191668168,25000.07254717916,25000.155227865,50.22601146397376,25001.468685854386,25000.78918193706,48.44002700367672,0.4886018680263078,0.9999153785124278,0
2025-03-26 13:37:48.939410,25000.348331561585,24999.79085111922,24999.471192827375,24999.59294033576,72.90183536790352,25001.3951272066,25000.777279035556,46.63343188650745,0.22151729367033113,0.9999288372774546,0
2025-03-26 14:37:48.939410,24999.081026403048,24999.23152721904,24997.066659472184,24998.580109215425,402.8732826326371,25001.284734344204,25000.75541664929,39.662772446047605,-0.07105706100264797,0.9999720512217859,0
2025-03-26 15:37:48.939410,24997.91680130322,24999.378242382074,24998.263544863465,24998.89435654802,295.2904940479433,25001.190994038472,25000.73689863833,32.73354590483862,-0.2744040523939475,0.9999024886758919,0
2025-03-26 16:37:48.939410,24998.085664777926,24998.306679780693,24996.96214564817,24997.986332472497,232.38432305604783,25001.065321035883,25000.70952982076,30.763980793771523,-0.503029353072634,0.9999170319596401,0
2025-03-26 17:37:48.939410,24997.325415894535,24996.998194717566,24994.71993620483,24996.574028771163,281.0044989087136,25000.88919192746,25000.668380556588,27.83571889298011,-0.7890816149301827,0.9999779646743882,0
2025-03-26 18:37:48.939410,24996.370272258962,24998.56251302812,24996.81864384456,24998.039677540084,803.4827432968847,25000.777446265212,25000.642224307667,27.167487651937805,-0.8872864013173967,0.9998732920646936,0
2025-03-26 19:37:48.939410,24998.35726143198,24998.387601243536,24997.23180353613,24997.8139012396,929.2280536318539,25000.661228813227,25000.61408178958,21.876109505134153,-0.9721265923835745,0.9998973519970364,0
2025-03-26 20:37:48.939410,24997.21880568534,24997.905784036546,24997.654945345435,24997.881429444285,405.1026945275664,25000.55221707327,25000.58689121898,23.24935439027287,-1.0221315964954556,0.9998706233334553,0
2025-03-26 21:37:48.939410,24997.027279926668,24998.598951616685,24995.497242021353,24996.456681258074,906.1110021324971,25000.391607825615,25000.545794602454,17.122325891991792,-1.1633162089128746,0.9999159445612473,0
2025-03-26 22:37:48.939410,24995.149039377007,24997.63984170365,24995.540091757477,24995.91229853355,321.495701247882,25000.21594863769,25000.49969016396,17.009467936731284,-1.3041003110993188,0.9999136494001287,0
2025-03-26 23:37:48.939410,24994.218339022595,24996.45954479293,24994.934472503555,24996.023221123258,476.4369863437916,25000.05152795085,25000.455148183457,18.445258010674962,-1.3906911781741655,0.9999833150888516,0
2025-03-27 00:37:48.939410,24993.24468510795,24994.910231024,24992.9876412399,24994.872227545835,226.02899781599973,24999.848418131045,25000.399596734325,15.254427029046767,-1.5345018445586902,1.0000288235090629,0
2025-03-27 01:37:48.939410,24995.296010510843,24995.3679568909,24993.70468203591,24995.24792556418,640.476042175844,24999.668006657837,25000.348336324674,20.65469816436162,-1.5997166062770702,0.9999714758171934,0
2025-03-27 02:37:48.939410,24994.907009375984,24995.260804846996,24994.15843745248,24994.647286874264,978.9811151748089,24999.471115685934,25000.29160946447,22.93669266253434,-1.680494601620012,1.0000284146670582,0
2025-03-27 03:37:48.939410,24993.451276499367,24995.37838568967,24993.235975691183,24994.35559312447,603.4930960433786,24999.270506958033,25000.23254462527,23.56327040268617,-1.7479002862528432,0.9999912406095661,0
2025-03-27 04:37:48.939410,24994.392478971018,24994.011263049662,24993.61300026533,24993.75388651224,357.81408411354886,24999.054168901337,25000.168080365438,24.583611572337333,-1.8287913041240245,1.0000236713096655,0
